TITRE,PRIX,ARR,LINK,M2,PIECES
Appartement à Alésia à Paris,€1080,14ème arrondissement,https://paris.craigslist.org/apa/d/appartement-alsia-paris/6780184057.html,31,
- Studio in perfect condition - 13m2,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/studio-in-perfect-condition-13m2/6780187337.html,,
A 24 sqm studio in Montmartre,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6780190271.html,,1
Apartment studio near Marais in Paris,€960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6780151407.html,21,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6780151356.html,40,
Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6779901471.html,,
Appartement à Champ de Mars,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6779901352.html,37,
Appartement à Quartier Latin à Paris,€4000,,https://paris.craigslist.org/apa/d/appartement-quartier-latin-paris/6779901220.html,95,
Paris apartment rental near Madeleine,€3775,1st arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-madeleine/6779879930.html,100,
Large One Bedroom - 70m2,€2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2/6779878956.html,,
Paris apartment rental near Notre Dame,€1242,"Rue Monge, 5th arrondissement",https://paris.craigslist.org/apa/d/paris-apartment-rental-near-notre-dame/6779879484.html,33,
Apartment:  1 Bedroom - 40m2,€1650,Paris Pyrenees Rue des Pyrenees,https://paris.craigslist.org/apa/d/apartment-1-bedroom-40m2/6779871882.html,,
Seventh floor 1 bedroom apartment with elevator and balcony,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/seventh-floor-1-bedroom-apartment-with/6779874328.html,,
- 2 Bedroom apartment in a very convenient location-,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-apartment-in-very-convenient/6779873250.html,,
Spacious Apartment! * 1 Bedroom *,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-apartment-1-bedroom/6779868428.html,,
Furnished 1 Bedroom - 43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/furnished-1-bedroom-43m2/6779870149.html,,
Fully equipped ground floor apartment with loft sleeping area,€1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/fully-equipped-ground-floor-apartment/6779864566.html,,
Furnished apartment with balcony!,€1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-apartment-with-balcony/6779867947.html,,
- 1 Bedroom apartment adjacent to Metro Cambronne-,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6779868963.html,,
Charming and quiet studio,€1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6779863815.html,,
A 24 sqm studio in Montmartre!,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6779863376.html,,
Studio with elevator in perfect condition!,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-elevator-in-perfect/6779862173.html,,
-Compact Studio Apartment - 13m2,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/compact-studio-apartment-13m2/6779861602.html,,
Apartment studio near Villiers,€950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers/6779835101.html,23,
Charming studio near Boulainvilliers,€950,16th arrondissement,https://paris.craigslist.org/apa/d/charming-studio-near-boulainvilliers/6779835135.html,15,
House à Place d'Italie,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6779543787.html,60,
301 sq Cosy Apartment in Montmartre,€600,Passage Cottin,https://paris.craigslist.org/apa/d/301-sq-cosy-apartment-in-montmartre/6779341206.html,,1
Modern & stylish studio for SHORT & LONG stay,€550,Rue Lauriston,https://paris.craigslist.org/apa/d/modern-stylish-studio-for-short-long/6779339968.html,,1
LOUVRE LOVELY APARTMENT LOCATED IN PARIS,€600,Rue Pierre Lescot,https://paris.craigslist.org/apa/d/louvre-lovely-apartment-located-in-paris/6760549861.html,30,1
Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6779030625.html,,
Appartement à Champ de Mars,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6779030572.html,37,
The Treasury Montmartre - luxury 2 bed Apartment With Wireless Network,€700,Rue Caulaincourt,https://paris.craigslist.org/apa/d/the-treasury-montmartre-luxury-2-bed/6760511343.html,70,1
- 70m2 Apartment with terrace and spectacular views,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-apartment-with-terrace-and/6778980331.html,,
Amazing loft apartment with beautiful courtyard,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6778967098.html,,
Spacious Apartment { 3 Bedroom } - 110m2,€4200,Paris Sevres Babylone Bon Marche,https://paris.craigslist.org/apa/d/spacious-apartment-3-bedroom-110m2/6778972680.html,,
"1BR (26sqm), Rue des Roses",€900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6778970908.html,26,
- 3 Bedroom apartment with balcony and view over Paris,€2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/3-bedroom-apartment-with-balcony-and/6778974822.html,,
Bright! 2 Bedroom apartment!,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/bright-2-bedroom-apartment/6778971510.html,,
Great 1 Bedroom Apartment - 40m2,€1650,Paris Pyrenees Rue des Pyrenees,https://paris.craigslist.org/apa/d/great-1-bedroom-apartment-40m2/6778968046.html,,
Renovated/ Furnished Apartment!,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-furnished-apartment/6778966612.html,,
1 Bedroom Apartment on the 2nd floor!,€1550,Paris Cambronne - Villa Croix Nivert -,https://paris.craigslist.org/apa/d/1-bedroom-apartment-on-the-2nd-floor/6778965589.html,,
- 1 Bedroom apartment in the prestigious 16th district of Paris,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/1-bedroom-apartment-in-the-prestigious/6778963856.html,,
Furnished apartment with balcony,€1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-apartment-with-balcony/6778962428.html,,
Charming and quiet studio in a great 17 th century convent,€1099,Paris Glaciere - Rue des Tanneries -,https://paris.craigslist.org/apa/d/charming-and-quiet-studio-in-great-17/6778956963.html,,
Great Apartment! * 1 Bedroom *,€1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/great-apartment-1-bedroom/6778958202.html,,
Studio with elevator in perfect condition,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-elevator-in-perfect/6778954773.html,,
Calm and sunny fully furnished apartment,€1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6778959569.html,,1
A 24 sqm studio in Montmartre,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6778956117.html,,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6778940823.html,40,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6778940579.html,40,
2 chambres sophistiquées meublées dans un quartier parfait,€1100,40 Rue Agrippa d'Aubigné,https://paris.craigslist.org/apa/d/2-chambres-sophistiques-meubles-dans-un/6778938895.html,,2
House à Place d'Italie à Paris,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie-paris/6778924547.html,60,
Look Close @ This Black Pearl,€20,Rue Charlot,https://paris.craigslist.org/apa/d/look-close-this-black-pearl/6778776652.html,,1
Look Close @ This Black Pearl,€20,Rue Charlot,https://paris.craigslist.org/apa/d/look-close-this-black-pearl/6778776622.html,,1
Studio Apartment in the heart of Paris CLICK ON IT ..^..,€500,Rue de Mogador,https://paris.craigslist.org/apa/d/studio-apartment-in-the-heart-of-paris/6778771553.html,,
Studio Apartment in the heart of Paris CLICK ON IT ..^..,€500,Rue de Mogador,https://paris.craigslist.org/apa/d/studio-apartment-in-the-heart-of-paris/6778771622.html,,
Elegant and Classical Apartment,€550,Rue Vauvenargues,https://paris.craigslist.org/apa/d/elegant-and-classical-apartment/6778766258.html,,1
Elegant and Classical Apartment,€550,Rue Vauvenargues,https://paris.craigslist.org/apa/d/elegant-and-classical-apartment/6778766135.html,,1
1-bedroom Apt in a Fabulous location,€550,"Paris,FR",https://paris.craigslist.org/apa/d/1-bedroom-apt-in-fabulous-location/6778761155.html,,1
1-bedroom Apt in a Fabulous location,€550,"Paris,FR",https://paris.craigslist.org/apa/d/1-bedroom-apt-in-fabulous-location/6778761057.html,,1
House à Place d'Italie,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6778482486.html,60,
"Appartement 2 chambres, Rue Custine",€1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6778483563.html,57,
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6778482624.html,18,
The Treasury Montmartre - luxury 2 bed Apartment With Wireless Network,€700,Rue Caulaincourt,https://paris.craigslist.org/apa/d/the-treasury-montmartre-luxury-2-bed/6758741589.html,70,1
The Treasury Montmartre - luxury 2 bed Apartment With Wireless Network,€700,Rue Caulaincourt,https://paris.craigslist.org/apa/d/the-treasury-montmartre-luxury-2-bed/6758533617.html,70,1
Comfortable studio bright Apt with open view,€550,Saint-Jacques,https://paris.craigslist.org/apa/d/comfortable-studio-bright-apt-with-open/6778390884.html,,1
Appartement à Champ de Mars,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6778399515.html,37,
Lovely Apartment In Paris,€450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6758753796.html,13,1
Large One Bedroom -Flat @ 70m2,€2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-flat-70m2/6778394858.html,,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6778400202.html,40,
- 70m2/Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6778374924.html,,
- 2 Bedroom apartment with elevator and balcony,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/2-bedroom-apartment-with-elevator-and/6778377022.html,,
- 2 Bedroom apartment in a very convenient location -,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-apartment-in-very-convenient/6778371850.html,,
Lovely 1 Bedroom Apartment - 40m2,€1650,Paris Pyrenees Rue des Pyrenees,https://paris.craigslist.org/apa/d/lovely-1-bedroom-apartment-40m2/6778366730.html,,
Furnished 1 Bedroom Apartment!  43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/furnished-1-bedroom-apartment-43m2/6778363435.html,,
- 1 Bedroom Apartment with balcony!,€1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/1-bedroom-apartment-with-balcony/6778356863.html,,
""" 1 Bedroom Apartment"" Available!",€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-available/6778360460.html,,
Spacious 1 Bedroom Apartment @ 36m2,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-apartment-36m2/6778358334.html,,
Calm and sunny fully furnished apartment,€1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6778352437.html,,
A 24 sqm studio in Montmartre!,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6778348699.html,,
- Studio apartment in a great location-,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/studio-apartment-in-great-location/6778346017.html,,
Charming and quiet studio!,€1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6778349508.html,,
Appartement à Quartier Latin à Paris,€4000,,https://paris.craigslist.org/apa/d/appartement-quartier-latin-paris/6778327496.html,95,
"Lovely two bedroom apartment, fully furnished",€1800,Luxembourg gardens,https://paris.craigslist.org/apa/d/lovely-two-bedroom-apartment-fully/6755051326.html,55,2
Apartment studio near Marais in Paris,€960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6778312128.html,21,
Large studio in the heart of the Left Bank near La Sorbonne,€1550,4 rue Racine,https://paris.craigslist.org/apa/d/large-studio-in-the-heart-of-the-left/6778044372.html,35,1
SPacious 2bedroom 2bathroom Flat.. Great Location!,€700,,https://paris.craigslist.org/apa/d/spacious-2bedroom-2bathroom-flat-great/6777788256.html,,2
Large one bedroom 70m2 apartment on the second floor,€2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2-apartment-on-the/6777665685.html,,
- 2 Bedroom apartment with elevator and balcony!,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/2-bedroom-apartment-with-elevator-and/6777657474.html,,
Amazing loft apartment with beautiful courtyard,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6777647094.html,,
- Studio - One block from metro Rambuteau,€1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6777649689.html,,
Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/stylish-and-modern-rooftop-apartment/6777654802.html,,
Sunny fully-furnished 1-bedroom flat in 18th arrondissement.,€1450,Paris Marcadet Poissoniers - Rue Marcadet -,https://paris.craigslist.org/apa/d/sunny-fully-furnished-1-bedroom-flat-in/6777635304.html,,
Charming Apartment!  1 Bedroom - 40m2,€1650,Paris Pyrenees Rue des Pyrenees,https://paris.craigslist.org/apa/d/charming-apartment-1-bedroom-40m2/6777647863.html,,
Well Located APartment ( 2 Bedroom),€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/well-located-apartment-2-bedroom/6777651848.html,,
Spacious 1 Bedroom Apartment - 36m2,€1499,Paris Victor Hugo - Rue Lauriston -,https://paris.craigslist.org/apa/d/spacious-1-bedroom-apartment-36m2/6777642896.html,,
Studio with elevator in perfect condition!,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-elevator-in-perfect/6777629966.html,,
Furnished 50 m2 apartment with balcony,€1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-50-m2-apartment-with-balcony/6777637988.html,,
Renovated 1 Bedroom Apartment! - 43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-1-bedroom-apartment-43m2/6777645592.html,,
- 1 Bedroom apartment adjacent to Metro Cambronne-,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6777644379.html,,
Charming and quiet studio**,€1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6777632600.html,,
Calm and sunny fully furnished apartment,€1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6777634263.html,,
- Studio - 13m2...  in a great location!,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/studio-13m2-in-great-location/6777628792.html,,
Furnished Apartment! ** 1 Bedroom- 35m2,€1050,Paris Montmartre - Rue Labat,https://paris.craigslist.org/apa/d/furnished-apartment-1-bedroom-35m2/6777630482.html,,
A 24 sqm studio in Montmartre,€1090,Paris Abbesses - Rue Durantin -,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6777632049.html,,
Luxury apartment with a view / bassin de la Villette (feb.-jul.2019),€2000,Paris 19 - Bassin de la Villette,https://paris.craigslist.org/apa/d/luxury-apartment-with-view-bassin-de-la/6777602640.html,108,2
Well Furnished room for girls only.,€400,,https://paris.craigslist.org/apa/d/well-furnished-room-for-girls-only/6777592989.html,35,
Studio Luxueux Aux Buttes Chaumont,€500,Rue Manin,https://paris.craigslist.org/apa/d/studio-luxueux-aux-buttes-chaumont/6755013030.html,27,1
Studio Luxueux Aux Buttes Chaumont,€500,Rue Manin,https://paris.craigslist.org/apa/d/studio-luxueux-aux-buttes-chaumont/6755007147.html,27,1
The Treasury Montmartre - luxury 2 bed Apartment With Wireless Network,€700,Rue Caulaincourt,https://paris.craigslist.org/apa/d/the-treasury-montmartre-luxury-2-bed/6760544371.html,70,1
Comfortable studio bright Apt with open view,€550,Saint-Jacques,https://paris.craigslist.org/apa/d/comfortable-studio-bright-apt-with-open/6777102397.html,,1
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6777046947.html,18,
Appartement à Quartier Latin à Paris,€4000,,https://paris.craigslist.org/apa/d/appartement-quartier-latin-paris/6777051569.html,95,
Studio à Strasbourg Saint Denis à Paris,€850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis-paris/6777048417.html,16,
Seventh floor 1 bedroom apartment with elevator and balcony,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/seventh-floor-1-bedroom-apartment-with/6776926462.html,,
Sunny fully-furnished 1-bedroom flat in 18th arrondissement!,€1450,Paris Marcadet Poissoniers - Rue Marcadet,https://paris.craigslist.org/apa/d/sunny-fully-furnished-1-bedroom-flat-in/6776903398.html,,
- Studio - One block from metro Rambuteau,€1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6776916391.html,,
Amazing loft apartment with beautiful courtyard,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6776912807.html,,
Stylishly Furnished 1 BEDROOM apartment AVAILABLE NOW,€700,Paris,https://paris.craigslist.org/apa/d/stylishly-furnished-1-bedroom-apartment/6754952002.html,87,1
- 70m2 Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6776923810.html,,
2- Bedroom apartment in a very convenient location,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-apartment-in-very-convenient/6776919285.html,,
Charming 1 Bedroom Apartment @ 40m2,€1650,Paris Pyrenees Rue des Pyrenees,https://paris.craigslist.org/apa/d/charming-1-bedroom-apartment-40m2/6776915359.html,,
Charming and quiet studio in a great 17th century convent,€1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio-in-great-17th/6776898649.html,,
Apartment with excellent light!,€1475,Paris Reaumur - Sebastopol- Rue St Denis -,https://paris.craigslist.org/apa/d/apartment-with-excellent-light/6776904956.html,,
Furnished 1 Bedroom Apartment - 43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/furnished-1-bedroom-apartment-43m2/6776911544.html,,
Furnished (50m2) apartment with balcony,€1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-50m2-apartment-with-balcony/6776906066.html,,
- 1 Bedroom apartment adjacent to Metro Cambronne!,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6776909444.html,,
A 24 sqm studio in Montmartre**,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6776897572.html,,
Compact Studio - 13m2,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/compact-studio-13m2/6776894028.html,,
Enjoy staying in spacious 1 bedroom apartment with elevator,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/enjoy-staying-in-spacious-1-bedroom/6776907920.html,,
Fully equipped ground floor apartment with loft sleeping area,€1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/fully-equipped-ground-floor-apartment/6776900589.html,,
Calm and sunny fully furnished apartment !,€1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished/6776901445.html,,
35m2- 1 bedroom apartment!,€1050,Paris Montmartre - Rue Labat- 1 Bedroom-,https://paris.craigslist.org/apa/d/35m2-1-bedroom-apartment/6776896689.html,,
- Studio - with a large terrace!,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-large-terrace/6776895131.html,,
Elegant Studio apartment heart of Paris,€400,5th arrondissements,https://paris.craigslist.org/apa/d/elegant-studio-apartment-heart-of-paris/6776869104.html,,1
Studio apartment availbale at 1st Arrondissement,€350,1st Arrondissement,https://paris.craigslist.org/apa/d/studio-apartment-availbale-at-1st/6776864819.html,,1
House à Place d'Italie à Paris,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie-paris/6776855554.html,60,
Studio Apt Btw Bastille and République,€550,"Paris,FR",https://paris.craigslist.org/apa/d/studio-apt-btw-bastille-and-rpublique/6776787024.html,,1
"4th district, Studio Rue St Louis en l' Ile",€1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6776798131.html,,
House à Place d'Italie à Paris,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie-paris/6776798455.html,60,
Apartment studio near Marais in Paris,€960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6776798219.html,21,
BEAUTIFIL APARTMENT NEAR MONTMARTRE FOR 2,€600,Rue Doudeauville,https://paris.craigslist.org/apa/d/beautifil-apartment-near-montmartre-for/6776786265.html,,1
BEAUTIFIL APARTMENT NEAR MONTMARTRE FOR 2,€600,Rue Doudeauville,https://paris.craigslist.org/apa/d/beautifil-apartment-near-montmartre-for/6776786097.html,,1
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6776266207.html,18,
Charming studio near Boulainvilliers,€950,16th arrondissement,https://paris.craigslist.org/apa/d/charming-studio-near-boulainvilliers/6776266391.html,15,
Paris apartment rental near Martyrs,€1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6776266109.html,63,
Appartement à Quartier Latin à Paris,€4000,,https://paris.craigslist.org/apa/d/appartement-quartier-latin-paris/6776266682.html,95,
"PROMO ! last minute ! 2 arrdt ,Wifi , quiet , all equipted",€780,"le Louvre,LaCanopée ,les halles,la seine",https://paris.craigslist.org/apa/d/promo-last-minute-2-arrdt-wifi-quiet/6776211022.html,60,1
"PROMO ! last minute ! 2 arrdt ,Wifi , quiet , all equipted",€780,"montorgueil , Beaubourg ,le Louvre",https://paris.craigslist.org/apa/d/promo-last-minute-2-arrdt-wifi-quiet/6771289945.html,60,1
Large one bedroom 70m2 apartment,€2575,Paris Voltaire - Avenue Parmentier-,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2-apartment/6776151289.html,,
Amazing loft apartment with beautiful courtyard,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6776141618.html,,
Paris duplex apartment rental near Les Halles,€990,2nd arrondissement,https://paris.craigslist.org/apa/d/paris-duplex-apartment-rental-near-les/6776160221.html,18,
- 2 Bedroom apartment with elevator and balcony-,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/2-bedroom-apartment-with-elevator-and/6776148353.html,,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6776157285.html,40,
1 Bedroom apartment with Parisian experience!,€1650,Paris Pyrenees Rue des Pyrenees -,https://paris.craigslist.org/apa/d/1-bedroom-apartment-with-parisian/6776143189.html,,
- 70m2.. Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6776146471.html,,
Sunny fully-furnished 1-bedroom flat in 18th arrondissement,€1450,Paris Marcadet Poissoniers - Rue Marcadet -,https://paris.craigslist.org/apa/d/sunny-fully-furnished-1-bedroom-flat-in/6776131895.html,,
Furnished 2 Bedroom Apartment- 65m2,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/furnished-2-bedroom-apartment-65m2/6776145369.html,,
Renovated 1 Bedroom Apartment!,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-1-bedroom-apartment/6776139031.html,,
Furnished apartment with balcony!,€1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-apartment-with-balcony/6776133705.html,,
Spacious 1 Bedroom Apartment - 36m2,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-apartment-36m2/6776135852.html,,
Studio with a large terrace!,€800,Paris Passy - Rue Benjamin Franklin -,https://paris.craigslist.org/apa/d/studio-with-large-terrace/6776125075.html,,
- 1 Bedroom apartment adjacent to Metro Cambronne,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6776137942.html,,
Calm and sunny fully furnished apartment on the 5th floor,€1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished/6776130912.html,,
- Charming Studio @ 13m2,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/charming-studio-13m2/6776124480.html,,
Charming and quiet studio in a great 17 th century convent!,€1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio-in-great-17/6776127805.html,,
- 1 Bedroom Apartment - 35m2,€1050,Paris Montmartre - Rue Labat,https://paris.craigslist.org/apa/d/1-bedroom-apartment-35m2/6776125958.html,,
Comfort for two still Available,€550,"Paris,FR",https://paris.craigslist.org/apa/d/comfort-for-two-still-available/6776109350.html,,1
A 24 sqm studio in Montmartre!,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6776126757.html,,
Comfort for two still Available,€550,"Paris,FR",https://paris.craigslist.org/apa/d/comfort-for-two-still-available/6776109397.html,,1
Charming equipped renovated studio,€600,"Paris,FR",https://paris.craigslist.org/apa/d/charming-equipped-renovated-studio/6776108032.html,,1
